timestamp,load,hour_of_day,day_of_week,holiday
2020-01-07 05:00:00,53.014954,5,6,0
2020-01-07 06:00:00,53.529747,6,6,0
2020-01-07 07:00:00,52.79006,7,6,0
2020-01-07 08:00:00,51.91287,8,6,0
2020-01-07 09:00:00,52.721966,9,6,0
2020-01-07 10:00:00,50.45475,10,6,0
2020-01-07 11:00:00,49.843998,11,6,0
2020-01-07 12:00:00,48.92115,12,6,0
2020-01-07 13:00:00,48.205334,13,6,0
2020-01-07 14:00:00,47.181137,14,6,0
2020-01-07 15:00:00,45.84585,15,6,0
2020-01-07 16:00:00,43.1743,16,6,0
2020-01-07 17:00:00,44.50932,17,6,0
2020-01-07 18:00:00,43.880898,18,6,0
2020-01-07 19:00:00,44.82729,19,6,0
2020-01-07 20:00:00,46.542072,20,6,0
2020-01-07 21:00:00,47.263397,21,6,0
2020-01-07 22:00:00,47.82814,22,6,0
2020-01-07 23:00:00,49.43349,23,6,0
2020-01-08 00:00:00,48.84759,0,0,0
2020-01-08 01:00:00,51.939137,1,0,0
2020-01-08 02:00:00,53.6887,2,0,0
2020-01-08 03:00:00,53.5073,3,0,0
2020-01-08 04:00:00,55.52624,4,0,0
2020-01-08 05:00:00,55.35254,5,0,0
2020-01-08 06:00:00,57.01607,6,0,0
2020-01-08 07:00:00,57.064507,7,0,0
2020-01-08 08:00:00,55.03161,8,0,0
2020-01-08 09:00:00,56.343292,9,0,0
2020-01-08 10:00:00,53.761944,10,0,0
2020-01-08 11:00:00,54.913715,11,0,0
2020-01-08 12:00:00,51.170097,12,0,0
2020-01-08 13:00:00,50.533466,13,0,0
2020-01-08 14:00:00,49.57719,14,0,0
2020-01-08 15:00:00,47.675766,15,0,0
2020-01-08 16:00:00,46.002453,16,0,0
2020-01-08 17:00:00,46.52223,17,0,0
2020-01-08 18:00:00,48.322075,18,0,0
2020-01-08 19:00:00,47.172565,19,0,0
2020-01-08 20:00:00,47.759686,20,0,0
2020-01-08 21:00:00,50.480587,21,0,0
2020-01-08 22:00:00,50.572693,22,0,0
2020-01-08 23:00:00,52.06413,23,0,0
2020-01-09 00:00:00,53.57894,0,1,0
2020-01-09 01:00:00,53.18647,1,1,0
2020-01-09 02:00:00,55.491444,2,1,0
2020-01-09 03:00:00,56.615925,3,1,0
2020-01-09 04:00:00,57.161335,4,1,0
2020-01-09 05:00:00,56.782944,5,1,0
2020-01-09 06:00:00,58.562687,6,1,0
2020-01-09 07:00:00,56.31885,7,1,0
2020-01-09 08:00:00,56.585682,8,1,0
2020-01-09 09:00:00,55.959846,9,1,0
2020-01-09 10:00:00,55.358585,10,1,0
2020-01-09 11:00:00,55.438965,11,1,0
2020-01-09 12:00:00,54.989464,12,1,0
2020-01-09 13:00:00,53.7859,13,1,0
2020-01-09 14:00:00,51.684753,14,1,0
2020-01-09 15:00:00,50.299297,15,1,0
2020-01-09 16:00:00,46.740936,16,1,0
2020-01-09 17:00:00,49.716393,17,1,0
2020-01-09 18:00:00,51.048946,18,1,0
2020-01-09 19:00:00,49.043148,19,1,0
2020-01-09 20:00:00,49.319523,20,1,0
2020-01-09 21:00:00,50.570297,21,1,0
2020-01-09 22:00:00,51.62312,22,1,0
2020-01-09 23:00:00,52.21852,23,1,0
2020-01-10 00:00:00,52.982967,0,2,0
2020-01-10 01:00:00,54.987633,1,2,0
2020-01-10 02:00:00,54.43093,2,2,0
2020-01-10 03:00:00,54.922756,3,2,0
2020-01-10 04:00:00,75.62027,4,2,0
2020-01-10 05:00:00,57.563255,5,2,0
2020-01-10 06:00:00,58.86286,6,2,0
2020-01-10 07:00:00,59.48257,7,2,0
2020-01-10 08:00:00,58.596485,8,2,0
2020-01-10 09:00:00,55.972313,9,2,0
2020-01-10 10:00:00,55.75547,10,2,0
2020-01-10 11:00:00,52.9958,11,2,0
2020-01-10 12:00:00,52.696922,12,2,0
2020-01-10 13:00:00,52.483837,13,2,0
2020-01-10 14:00:00,50.19118,14,2,0
2020-01-10 15:00:00,46.19642,15,2,0
2020-01-10 16:00:00,45.923126,16,2,0
2020-01-10 17:00:00,46.79165,17,2,0
2020-01-10 18:00:00,48.67171,18,2,0
2020-01-10 19:00:00,47.62092,19,2,0
2020-01-10 20:00:00,47.973106,20,2,0
2020-01-10 21:00:00,47.218594,21,2,0
2020-01-10 22:00:00,49.622433,22,2,0
2020-01-10 23:00:00,48.31054,23,2,0
2020-01-11 00:00:00,52.12348,0,3,0
2020-01-11 01:00:00,54.15501,1,3,0
2020-01-11 02:00:00,53.262436,2,3,0
2020-01-11 03:00:00,56.096767,3,3,0
2020-01-11 04:00:00,54.9825,4,3,0
2020-01-11 05:00:00,56.24346,5,3,0
2020-01-11 06:00:00,56.02363,6,3,0
2020-01-11 07:00:00,55.97523,7,3,0
2020-01-11 08:00:00,56.80021,8,3,0
2020-01-11 09:00:00,55.250645,9,3,0
2020-01-11 10:00:00,52.54647,10,3,0
2020-01-11 11:00:00,49.143307,11,3,0
2020-01-11 12:00:00,51.398804,12,3,0
2020-01-11 13:00:00,49.86364,13,3,0
2020-01-11 14:00:00,47.94932,14,3,0
2020-01-11 15:00:00,46.080383,15,3,0
2020-01-11 16:00:00,47.333153,16,3,0
2020-01-11 17:00:00,43.339424,17,3,0
2020-01-11 18:00:00,44.06406,18,3,0
2020-01-11 19:00:00,43.445568,19,3,0
2020-01-11 20:00:00,45.676914,20,3,0
2020-01-11 21:00:00,45.529087,21,3,0
2020-01-11 22:00:00,49.039165,22,3,0
2020-01-11 23:00:00,48.050034,23,3,0
2020-01-12 00:00:00,48.98754,0,4,0
2020-01-12 01:00:00,50.99499,1,4,0
2020-01-12 02:00:00,50.799805,2,4,0
2020-01-12 03:00:00,51.38953,3,4,0
2020-01-12 04:00:00,53.711174,4,4,0
2020-01-12 05:00:00,53.09715,5,4,0
2020-01-12 06:00:00,54.645504,6,4,0
2020-01-12 07:00:00,53.749546,7,4,0
2020-01-12 08:00:00,52.95003,8,4,0
2020-01-12 09:00:00,52.028664,9,4,0
2020-01-12 10:00:00,50.762535,10,4,0
2020-01-12 11:00:00,49.977707,11,4,0
2020-01-12 12:00:00,47.80928,12,4,0
2020-01-12 13:00:00,44.888405,13,4,0
2020-01-12 14:00:00,45.655083,14,4,0
2020-01-12 15:00:00,44.021698,15,4,0
2020-01-12 16:00:00,42.254875,16,4,0
2020-01-12 17:00:00,43.86071,17,4,0
2020-01-12 18:00:00,42.480846,18,4,0
2020-01-12 19:00:00,41.24145,19,4,0
2020-01-12 20:00:00,43.370487,20,4,0
2020-01-12 21:00:00,43.52805,21,4,0
2020-01-12 22:00:00,43.503735,22,4,0
2020-01-12 23:00:00,46.694313,23,4,0
2020-01-13 00:00:00,46.60066,0,5,0
2020-01-13 01:00:00,49.642765,1,5,0
2020-01-13 02:00:00,49.21602,2,5,0
2020-01-13 03:00:00,52.113445,3,5,0
2020-01-13 04:00:00,52.34794,4,5,0
2020-01-13 05:00:00,52.526337,5,5,0
2020-01-13 06:00:00,51.832165,6,5,0
2020-01-13 07:00:00,53.326538,7,5,0
2020-01-13 08:00:00,52.43407,8,5,0
2020-01-13 09:00:00,50.786,9,5,0
2020-01-13 10:00:00,50.710144,10,5,0
2020-01-13 11:00:00,47.91881,11,5,0
2020-01-13 12:00:00,46.39545,12,5,0
2020-01-13 13:00:00,46.31456,13,5,0
2020-01-13 14:00:00,45.3084,14,5,0
2020-01-13 15:00:00,44.66672,15,5,0
2020-01-13 16:00:00,43.550297,16,5,0
2020-01-13 17:00:00,44.271397,17,5,0
2020-01-13 18:00:00,41.61859,18,5,0
2020-01-13 19:00:00,43.70035,19,5,0
2020-01-13 20:00:00,43.91344,20,5,0
2020-01-13 21:00:00,45.898506,21,5,0
2020-01-13 22:00:00,45.7662,22,5,0
2020-01-13 23:00:00,47.230415,23,5,0
2020-01-14 00:00:00,50.03979,0,6,0
2020-01-14 01:00:00,50.44247,1,6,0
2020-01-14 02:00:00,51.5374,2,6,0
2020-01-14 03:00:00,51.65408,3,6,0
2020-01-14 04:00:00,53.06056,4,6,0
2020-01-14 05:00:00,51.854355,5,6,0
2020-01-14 06:00:00,52.921806,6,6,0
2020-01-14 07:00:00,54.33316,7,6,0
2020-01-14 08:00:00,51.501,8,6,0
2020-01-14 09:00:00,52.674328,9,6,0
2020-01-14 10:00:00,51.661835,10,6,0
2020-01-14 11:00:00,50.927387,11,6,0
2020-01-14 12:00:00,47.65005,12,6,0
2020-01-14 13:00:00,46.125366,13,6,0
2020-01-14 14:00:00,48.16554,14,6,0
2020-01-14 15:00:00,46.23835,15,6,0
2020-01-14 16:00:00,45.85177,16,6,0
2020-01-14 17:00:00,46.668545,17,6,0
2020-01-14 18:00:00,45.166275,18,6,0
2020-01-14 19:00:00,43.310486,19,6,0
2020-01-14 20:00:00,45.574657,20,6,0
2020-01-14 21:00:00,47.612946,21,6,0
2020-01-14 22:00:00,47.5184,22,6,0
2020-01-14 23:00:00,48.96086,23,6,0
2020-01-15 00:00:00,50.070442,0,0,0
2020-01-15 01:00:00,53.548145,1,0,0
2020-01-15 02:00:00,54.643494,2,0,0
2020-01-15 03:00:00,52.739624,3,0,0
2020-01-15 04:00:00,57.36154,4,0,0
2020-01-15 05:00:00,55.29528,5,0,0
2020-01-15 06:00:00,58.3792,6,0,0
2020-01-15 07:00:00,54.978153,7,0,0
2020-01-15 08:00:00,57.00401,8,0,0
2020-01-15 09:00:00,54.64994,9,0,0
2020-01-15 10:00:00,54.1323,10,0,0
2020-01-15 11:00:00,54.071144,11,0,0
2020-01-15 12:00:00,51.257996,12,0,0
2020-01-15 13:00:00,51.121025,13,0,0
2020-01-15 14:00:00,50.007465,14,0,0
2020-01-15 15:00:00,49.953827,15,0,0
2020-01-15 16:00:00,49.43049,16,0,0
2020-01-15 17:00:00,49.536846,17,0,0
2020-01-15 18:00:00,47.88234,18,0,0
2020-01-15 19:00:00,48.245956,19,0,0
2020-01-15 20:00:00,47.853798,20,0,0
2020-01-15 21:00:00,48.532906,21,0,0
2020-01-15 22:00:00,49.093987,22,0,0
2020-01-15 23:00:00,51.471535,23,0,0
2020-01-16 00:00:00,53.221897,0,1,0
2020-01-16 01:00:00,54.450104,1,1,0
2020-01-16 02:00:00,56.27604,2,1,0
2020-01-16 03:00:00,55.44551,3,1,0
2020-01-16 04:00:00,59.38881,4,1,0
2020-01-16 05:00:00,58.519085,5,1,0
2020-01-16 06:00:00,59.52811,6,1,0
2020-01-16 07:00:00,58.65856,7,1,0
2020-01-16 08:00:00,56.982235,8,1,0
2020-01-16 09:00:00,56.77932,9,1,0
2020-01-16 10:00:00,52.808437,10,1,0
2020-01-16 11:00:00,55.147724,11,1,0
2020-01-16 12:00:00,53.599476,12,1,0
2020-01-16 13:00:00,53.612617,13,1,0
2020-01-16 14:00:00,49.45853,14,1,0
2020-01-16 15:00:00,50.117016,15,1,0
2020-01-16 16:00:00,49.108078,16,1,0
2020-01-16 17:00:00,47.659084,17,1,0
2020-01-16 18:00:00,47.28784,18,1,0
2020-01-16 19:00:00,47.750767,19,1,0
2020-01-16 20:00:00,50.405373,20,1,0
2020-01-16 21:00:00,51.192898,21,1,0
2020-01-16 22:00:00,49.790546,22,1,0
2020-01-16 23:00:00,52.252872,23,1,0
2020-01-17 00:00:00,54.166172,0,2,0
2020-01-17 01:00:00,55.287533,1,2,0
2020-01-17 02:00:00,54.62024,2,2,0
2020-01-17 03:00:00,56.53951,3,2,0
2020-01-17 04:00:00,56.463013,4,2,0
2020-01-17 05:00:00,59.373726,5,2,0
2020-01-17 06:00:00,61.078213,6,2,0
2020-01-17 07:00:00,58.214104,7,2,0
2020-01-17 08:00:00,55.56652,8,2,0
2020-01-17 09:00:00,57.68027,9,2,0
2020-01-17 10:00:00,57.32355,10,2,0
2020-01-17 11:00:00,55.976562,11,2,0
2020-01-17 12:00:00,53.302135,12,2,0
2020-01-17 13:00:00,52.303635,13,2,0
2020-01-17 14:00:00,50.590008,14,2,0
2020-01-17 15:00:00,50.104343,15,2,0
2020-01-17 16:00:00,49.451805,16,2,0
2020-01-17 17:00:00,47.175655,17,2,0
2020-01-17 18:00:00,47.087963,18,2,0
2020-01-17 19:00:00,47.41616,19,2,0
2020-01-17 20:00:00,47.937534,20,2,0
2020-01-17 21:00:00,49.062294,21,2,0
2020-01-17 22:00:00,50.93066,22,2,0
2020-01-17 23:00:00,49.61514,23,2,0
2020-01-18 00:00:00,53.036156,0,3,0
2020-01-18 01:00:00,53.11476,1,3,0
2020-01-18 02:00:00,51.549904,2,3,0
2020-01-18 03:00:00,54.94966,3,3,0
2020-01-18 04:00:00,55.765507,4,3,0
2020-01-18 05:00:00,56.980297,5,3,0
2020-01-18 06:00:00,78.36911,6,3,0
2020-01-18 07:00:00,56.211,7,3,0
2020-01-18 08:00:00,54.79481,8,3,0
2020-01-18 09:00:00,55.658195,9,3,0
2020-01-18 10:00:00,52.88306,10,3,0
2020-01-18 11:00:00,51.05582,11,3,0
2020-01-18 12:00:00,50.19851,12,3,0
2020-01-18 13:00:00,48.897125,13,3,0
2020-01-18 14:00:00,48.005695,14,3,0
2020-01-18 15:00:00,46.52662,15,3,0
2020-01-18 16:00:00,45.706375,16,3,0
2020-01-18 17:00:00,46.20426,17,3,0
2020-01-18 18:00:00,45.980938,18,3,0
2020-01-18 19:00:00,45.780766,19,3,0
2020-01-18 20:00:00,45.332165,20,3,0
2020-01-18 21:00:00,45.66437,21,3,0
2020-01-18 22:00:00,47.032204,22,3,0
2020-01-18 23:00:00,48.221535,23,3,0
2020-01-19 00:00:00,50.403797,0,4,0
2020-01-19 01:00:00,50.478073,1,4,0
2020-01-19 02:00:00,50.663277,2,4,0
2020-01-19 03:00:00,51.972164,3,4,0
2020-01-19 04:00:00,55.276352,4,4,0
2020-01-19 05:00:00,52.98951,5,4,0
2020-01-19 06:00:00,52.741734,6,4,0
2020-01-19 07:00:00,53.4591,7,4,0
2020-01-19 08:00:00,54.930676,8,4,0
2020-01-19 09:00:00,52.392654,9,4,0
2020-01-19 10:00:00,51.477493,10,4,0
2020-01-19 11:00:00,48.329617,11,4,0
2020-01-19 12:00:00,47.04368,12,4,0
2020-01-19 13:00:00,47.17974,13,4,0
2020-01-19 14:00:00,45.455673,14,4,0
2020-01-19 15:00:00,45.207954,15,4,0
2020-01-19 16:00:00,42.865322,16,4,0
2020-01-19 17:00:00,44.469074,17,4,0
2020-01-19 18:00:00,44.554565,18,4,0
2020-01-19 19:00:00,41.77578,19,4,0
2020-01-19 20:00:00,44.02639,20,4,0
2020-01-19 21:00:00,44.259594,21,4,0
2020-01-19 22:00:00,46.983887,22,4,0
2020-01-19 23:00:00,46.94396,23,4,0
2020-01-20 00:00:00,48.940468,0,5,0
2020-01-20 01:00:00,49.184124,1,5,0
2020-01-20 02:00:00,50.7637,2,5,0
2020-01-20 03:00:00,53.605225,3,5,0
2020-01-20 04:00:00,54.334877,4,5,0
2020-01-20 05:00:00,51.057293,5,5,0
2020-01-20 06:00:00,53.305244,6,5,0
2020-01-20 07:00:00,52.999016,7,5,0
2020-01-20 08:00:00,51.19273,8,5,0
2020-01-20 09:00:00,50.716393,9,5,0
2020-01-20 10:00:00,50.650444,10,5,0
2020-01-20 11:00:00,50.236397,11,5,0
2020-01-20 12:00:00,48.53433,12,5,0
2020-01-20 13:00:00,46.327393,13,5,0
2020-01-20 14:00:00,44.512115,14,5,0
2020-01-20 15:00:00,42.481525,15,5,0
2020-01-20 16:00:00,45.361263,16,5,0
2020-01-20 17:00:00,42.809937,17,5,0
2020-01-20 18:00:00,42.385662,18,5,0
2020-01-20 19:00:00,43.805653,19,5,0
2020-01-20 20:00:00,43.9379,20,5,0
2020-01-20 21:00:00,44.861637,21,5,0
2020-01-20 22:00:00,46.634453,22,5,0
2020-01-20 23:00:00,46.763893,23,5,0
2020-01-21 00:00:00,47.556816,0,6,0
2020-01-21 01:00:00,49.83964,1,6,0
2020-01-21 02:00:00,51.33043,2,6,0
2020-01-21 03:00:00,51.29178,3,6,0
2020-01-21 04:00:00,52.152477,4,6,0
2020-01-21 05:00:00,52.795383,5,6,0
2020-01-21 06:00:00,54.91735,6,6,0
2020-01-21 07:00:00,55.40658,7,6,0
2020-01-21 08:00:00,54.88965,8,6,0
2020-01-21 09:00:00,52.004314,9,6,0
2020-01-21 10:00:00,51.286297,10,6,0
2020-01-21 11:00:00,49.597073,11,6,0
2020-01-21 12:00:00,51.518997,12,6,0
2020-01-21 13:00:00,48.008003,13,6,0
2020-01-21 14:00:00,47.35443,14,6,0
2020-01-21 15:00:00,45.987698,15,6,0
2020-01-21 16:00:00,45.945095,16,6,0
2020-01-21 17:00:00,44.339294,17,6,0
2020-01-21 18:00:00,44.70806,18,6,0
2020-01-21 19:00:00,44.698524,19,6,0
2020-01-21 20:00:00,43.857594,20,6,0
2020-01-21 21:00:00,47.38504,21,6,0
2020-01-21 22:00:00,49.017822,22,6,0
2020-01-21 23:00:00,50.569706,23,6,0
2020-01-22 00:00:00,52.567062,0,0,0
2020-01-22 01:00:00,53.366005,1,0,0
2020-01-22 02:00:00,53.663933,2,0,0
2020-01-22 03:00:00,55.428402,3,0,0
2020-01-22 04:00:00,55.262127,4,0,0
2020-01-22 05:00:00,57.19802,5,0,0
2020-01-22 06:00:00,56.40026,6,0,0
2020-01-22 07:00:00,54.303024,7,0,0
2020-01-22 08:00:00,56.206844,8,0,0
2020-01-22 09:00:00,55.61358,9,0,0
2020-01-22 10:00:00,53.44892,10,0,0
2020-01-22 11:00:00,53.997944,11,0,0
2020-01-22 12:00:00,53.520645,12,0,0
2020-01-22 13:00:00,49.98561,13,0,0
2020-01-22 14:00:00,50.79196,14,0,0
2020-01-22 15:00:00,49.965946,15,0,0
2020-01-22 16:00:00,47.449448,16,0,0
2020-01-22 17:00:00,47.55074,17,0,0
2020-01-22 18:00:00,46.82127,18,0,0
2020-01-22 19:00:00,47.594517,19,0,0
2020-01-22 20:00:00,48.708385,20,0,0
2020-01-22 21:00:00,50.802006,21,0,0
2020-01-22 22:00:00,50.11224,22,0,0
2020-01-22 23:00:00,50.47915,23,0,0
2020-01-23 00:00:00,50.257042,0,1,0
2020-01-23 01:00:00,54.09643,1,1,0
2020-01-23 02:00:00,54.725266,2,1,0
2020-01-23 03:00:00,57.323284,3,1,0
2020-01-23 04:00:00,58.22161,4,1,0
2020-01-23 05:00:00,56.961033,5,1,0
2020-01-23 06:00:00,59.133194,6,1,0
2020-01-23 07:00:00,58.437725,7,1,0
2020-01-23 08:00:00,57.94156,8,1,0
2020-01-23 09:00:00,56.9206,9,1,0
2020-01-23 10:00:00,57.403126,10,1,0
2020-01-23 11:00:00,55.86445,11,1,0
2020-01-23 12:00:00,54.192,12,1,0
2020-01-23 13:00:00,53.88653,13,1,0
2020-01-23 14:00:00,51.58522,14,1,0
2020-01-23 15:00:00,50.670288,15,1,0
2020-01-23 16:00:00,50.284786,16,1,0
2020-01-23 17:00:00,48.987865,17,1,0
2020-01-23 18:00:00,47.889988,18,1,0
2020-01-23 19:00:00,51.024715,19,1,0
2020-01-23 20:00:00,50.7005,20,1,0
2020-01-23 21:00:00,49.244156,21,1,0
2020-01-23 22:00:00,50.583282,22,1,0
2020-01-23 23:00:00,51.689957,23,1,0
2020-01-24 00:00:00,52.50512,0,2,0
2020-01-24 01:00:00,55.65995,1,2,0
2020-01-24 02:00:00,57.976852,2,2,0
2020-01-24 03:00:00,57.864323,3,2,0
2020-01-24 04:00:00,59.793922,4,2,0
2020-01-24 05:00:00,58.275036,5,2,0
2020-01-24 06:00:00,59.081856,6,2,0
2020-01-24 07:00:00,57.673367,7,2,0
2020-01-24 08:00:00,58.06969,8,2,0
2020-01-24 09:00:00,58.271786,9,2,0
2020-01-24 10:00:00,56.816254,10,2,0
2020-01-24 11:00:00,55.85422,11,2,0
2020-01-24 12:00:00,53.065777,12,2,0
2020-01-24 13:00:00,53.02247,13,2,0
2020-01-24 14:00:00,52.281364,14,2,0
2020-01-24 15:00:00,50.283348,15,2,0
2020-01-24 16:00:00,47.456287,16,2,0
2020-01-24 17:00:00,48.547565,17,2,0
2020-01-24 18:00:00,48.25474,18,2,0
2020-01-24 19:00:00,47.421757,19,2,0
2020-01-24 20:00:00,47.47304,20,2,0
2020-01-24 21:00:00,48.39421,21,2,0
2020-01-24 22:00:00,51.296898,22,2,0
2020-01-24 23:00:00,51.390713,23,2,0
2020-01-25 00:00:00,54.124565,0,3,0
2020-01-25 01:00:00,51.850792,1,3,0
2020-01-25 02:00:00,55.174515,2,3,0
2020-01-25 03:00:00,57.284534,3,3,0
2020-01-25 04:00:00,58.205784,4,3,0
